CLI,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d
3000, 36 months,7.9,93.88,A,A4,4 years,RENT,45000,Not Verified,Fully Paid,19.39,0,1-Jun,0,,,10,0,16487,63.2,15,0,0,3378.900433,3378.9,3000,378.9,0,0,0,95.96,14-Dec
15325, 60 months,19.03,397.8,E,E2,7 years,RENT,95000,Verified,Current,15.56,2,Aug-87,0,12,,15,0,23426,48.8,26,4323.16,4323.16,19077.65,19077.65,11001.84,8075.81,0,0,0,397.8,16-Jan
28000, 36 months,15.96,983.85,C,C5,5 years,MORTGAGE,235000,Source Verified,Fully Paid,9.08,0,Jul-94,1,,,10,0,18287,82.7,27,0,0,34725.29396,34725.29,28000,6725.29,0,0,0,10164.77,14-Mar
10000, 36 months,14.65,344.95,C,C3,5 years,RENT,36000,Not Verified,Fully Paid,9.6,0,7-Jul,1,,,7,0,10071,57.2,7,0,0,12419.6075,12419.61,10000,2419.61,0,0,0,10.77,15-Oct
12000, 36 months,7.9,375.49,A,A4,5 years,RENT,26000,Not Verified,Fully Paid,12.83,0,Mar-99,1,,,5,0,7083,61,21,0,0,13516.06909,13516.07,12000,1516.07,0,0,0,383.02,16-Jan
10000, 36 months,17.27,357.88,D,D3,3 years,RENT,80000,Source Verified,Fully Paid,5.73,0,Dec-00,0,,,3,0,11464,91,9,0,0,12874.2358,12874.24,10000,2874.24,0,0,0,720.62,16-Jan
11000, 36 months,8.9,349.29,A,A5,1 year,RENT,50000,Not Verified,Fully Paid,14.09,0,1-Jun,0,,,8,0,13414,74.8,14,0,0,12458.36047,12430.06,11000,1458.36,0,0,0,3392.16,16-Jan
10000, 36 months,15.27,347.98,C,C4,10+ years,RENT,55000,Source Verified,Fully Paid,0.89,0,Apr-00,2,25,,8,0,2798,18.1,26,0,0,12520.02557,12520.03,10000,2520.03,0,0,0,368.81,16-Jan
5000, 36 months,6.62,153.52,A,A2,5 years,MORTGAGE,55000,Verified,Fully Paid,4.12,0,2-May,0,,,8,0,5750,47.1,28,0,0,5525.563209,5525.56,5000,525.56,0,0,0,161.46,14-Dec
5000, 36 months,6.03,152.18,A,A1,3 years,RENT,64424,Not Verified,Fully Paid,0.93,0,Sep-88,0,,,9,0,206,0.7,17,0,0,5478.158166,5478.16,5000,478.16,0,0,0,153.94,14-Dec
5000, 36 months,8.9,158.77,A,A5,10+ years,RENT,56000,Not Verified,Fully Paid,15.47,0,Mar-89,0,,,12,0,14457,79,19,0,0,5714.737829,5714.74,5000,714.74,0,0,0,162.99,16-Jan
6000, 36 months,14.27,205.86,C,C2,7 years,RENT,30000,Not Verified,Charged Off,15.68,0,7-May,0,,,5,0,13470,96.9,12,0,0,6528.97,6528.97,4997.41,1372.03,0,159.53,1.473100001,205.86,14-Dec
5000, 36 months,14.27,171.55,C,C2,4 years,MORTGAGE,111740,Source Verified,Fully Paid,20.62,0,Jun-94,3,,,14,0,29135,93.1,50,0,0,5972.78,5972.78,5000,972.78,0,0,0,2377.14,15-Jul
20050, 36 months,17.58,720.64,D,D4,7 years,RENT,67500,Verified,Fully Paid,24.84,0,Jan-95,1,,,16,0,19556,81.1,29,0,0,25928.6497,25896.38,20050,5878.65,0,0,0,749.48,15-Jul
7000, 36 months,16.77,248.77,D,D2,< 1 year,RENT,41000,Source Verified,Charged Off,20.31,0,3-Apr,2,,,7,0,28651,97.8,15,0,0,1582.19,1582.19,944.53,637.66,0,0,0,93.72,16-Jan
25000, 36 months,10.65,814.34,B,B2,10+ years,RENT,120000,Verified,Fully Paid,6.17,0,Feb-98,1,,,10,0,27275,54.3,26,0,0,29207.43088,29207.43,25000,4207.43,0,0,0,4789.19,16-Jan
3000, 36 months,12.69,100.64,B,B5,10+ years,RENT,30000,Not Verified,Charged Off,15.4,0,1-Nov,0,,,11,0,9527,94.8,15,0,0,1134.68,1134.68,721.02,282.78,0,130.88,1.28,100.64,13-Mar
8400, 36 months,17.27,300.62,D,D3,10+ years,RENT,41500,Source Verified,Fully Paid,15.07,0,7-Feb,1,,,8,0,9398,77.4,9,0,0,10826.09106,10826.09,8400,2426.09,0,0,0,10.97,15-Feb
24925, 60 months,23.91,715.75,G,G4,4 years,RENT,60000,Verified,Fully Paid,17.74,0,4-May,2,,,19,0,14265,98.9,26,0,0,37785.28111,37747.49,24925,12860.28,0,0,0,6543.21,15-Apr
5000, 36 months,9.91,161.13,B,B1,10+ years,MORTGAGE,75000,Source Verified,Fully Paid,18.5,0,Dec-95,0,,,19,0,40620,77.2,56,0,0,5646.96,5646.96,5000,646.96,0,0,0,2430.94,13-Sep
12000, 60 months,14.27,280.91,C,C2,2 years,RENT,80000,Source Verified,Fully Paid,6.51,0,6-Jul,0,,,8,0,6846,78.7,18,0,0,13597.18,13597.18,11999.99,1597.19,0,0,0,10515.58,16-Jan
12000, 36 months,12.42,400.99,B,B4,10+ years,RENT,42000,Not Verified,Fully Paid,21.49,0,Oct-95,1,,,13,0,17482,67.5,24,0,0,14432.75233,14432.75,12000,2432.75,0,0,0,410.32,14-Dec
13200, 36 months,11.71,436.61,B,B3,2 years,MORTGAGE,41600,Not Verified,Charged Off,9.55,0,1-Nov,0,,,10,0,10086,77.6,23,0,0,4931.09,4931.09,3210.7,1147.2,0,573.19,5.58,436.61,13-Mar
6000, 36 months,6.03,182.62,A,A1,1 year,RENT,48000,Source Verified,Fully Paid,15.25,0,1-Feb,0,,,9,0,3495,15.3,27,0,0,6568.337401,6568.34,6000,568.34,0,0,0,726.84,16-Jan
10000, 36 months,6.62,307.04,A,A2,8 years,MORTGAGE,50000,Verified,Fully Paid,13.42,0,Jun-96,3,,,13,0,9178,38.6,31,0,0,10606.08,10606.08,10000,606.08,0,0,0,6930.15,13-Feb
17500, 60 months,12.42,393.01,B,B4,4 years,RENT,70000,Not Verified,Fully Paid,16.7,0,Mar-87,1,,,15,0,12176,67.3,53,0,0,18211.49,18211.49,17500.01,711.48,0,0,0,17034.03,16-Jan
6500, 36 months,10.65,211.73,B,B2,2 years,RENT,53000,Verified,Fully Paid,20.81,0,4-Dec,0,,,12,0,6666,80.3,25,0,0,7619.888892,7619.89,6500,1119.89,0,0,0,221.3,14-Dec
10000, 36 months,7.51,311.11,A,A3,2 years,MORTGAGE,65000,Not Verified,Fully Paid,8.55,1,Oct-97,1,15,,10,0,6242,12.8,25,0,0,10942.88,10942.88,10000,942.88,0,0,0,5046.57,13-Sep
12000, 36 months,9.91,386.7,B,B1,2 years,RENT,85000,Not Verified,Fully Paid,10.38,0,4-Mar,1,,,12,0,9358,45.3,22,0,0,13911.01573,13911.02,12000,1911.02,0,0,0,1162.92,15-Nov
10000, 36 months,14.27,343.09,C,C2,10+ years,RENT,55000,Not Verified,Fully Paid,22.1,0,1-Mar,1,,,9,0,7107,54.3,12,0,0,12347.16119,12347.16,10000,2347.16,0,0,0,355.91,15-Mar
12375, 36 months,14.27,424.58,C,C2,10+ years,RENT,36000,Not Verified,Fully Paid,23.03,0,1-Mar,1,,,5,0,13697,91.3,5,0,0,13695.68,13695.68,12374.99,1320.69,0,0,0,3035.15,15-Mar
10000, 36 months,10.65,325.74,B,B2,1 year,RENT,26000,Not Verified,Fully Paid,9.78,0,6-Dec,1,,,8,0,5424,61,12,0,0,11723.08493,11723.08,10000,1723.08,0,0,0,339.6,14-Dec
20000, 60 months,18.25,510.6,D,D5,7 years,RENT,70000,Verified,Late (31-120 days),18.41,0,2-Jul,1,,,12,0,10958,71.2,18,6812.81,6804.2,22954.38,22925.87,13187.2,9767.18,0,0,0,510.6,16-Jan
4400, 36 months,19.03,161.36,E,E2,7 years,RENT,80000,Verified,Fully Paid,2.65,0,4-Mar,0,26,,4,0,6043,99.1,13,0,0,5806.34597,5806.35,4400,1406.35,0,0,0,166.29,16-Jan
25000, 36 months,13.49,848.27,C,C1,4 years,MORTGAGE,80000,Verified,Fully Paid,14.65,0,Oct-96,1,,,11,0,24308,71.7,27,0,0,27062.01,27062.01,25000,2062.01,0,0,0,28.31,12-Sep
14125, 36 months,12.42,472,B,B4,n/a,MORTGAGE,45696,Verified,Charged Off,21.93,0,Aug-00,0,,,10,0,15831,91.5,26,0,0,6600.86,6600.86,4875.95,1724.91,0,0,0,472,16-Jan
21825, 60 months,20.3,581.88,E,E5,2 years,MORTGAGE,100000,Verified,Fully Paid,24.71,0,Feb-97,0,,,16,0,10345,68.7,61,0,0,28470.38,28470.38,21825,6645.38,0,0,0,14523.83,13-Oct
13600, 60 months,12.69,307.29,B,B5,1 year,RENT,62000,Not Verified,Fully Paid,11.98,0,Aug-00,2,,,11,0,16902,53.5,35,0,0,17506.9357,17506.94,13600,3906.94,0,0,0,944.57,16-Jan
20000, 60 months,12.69,451.9,B,B5,7 years,RENT,50000,Verified,Fully Paid,27.67,0,2-Apr,0,,,9,0,16436,76.1,29,0,0,25198.37659,25198.38,20000,5198.38,0,0,0,8163.48,16-Jan
18000, 36 months,13.49,610.75,C,C1,< 1 year,OWN,66000,Source Verified,Charged Off,12.87,0,Sep-94,1,,,10,0,13938,42.9,27,0,0,13380.5,13380.5,2950.75,1315.4,0,9114.35,495.2358,610.75,12-Dec
13000, 60 months,16.77,321.48,D,D2,10+ years,OWN,80000,Verified,Fully Paid,4.96,0,Dec-95,3,,,6,0,10984,84.5,9,0,0,18462.04001,18426.58,13000,5462.04,0,0,0,5992.22,16-Jan
35000, 36 months,16.77,1243.85,D,D2,7 years,MORTGAGE,100000,Verified,Fully Paid,19.03,0,May-92,2,,,7,0,38248,74.6,18,0,0,44519.61002,44519.61,35000,9519.61,0,0,0,7226.73,14-Aug
35000, 36 months,14.27,1200.82,C,C2,1 year,MORTGAGE,123000,Verified,Fully Paid,19.34,0,Sep-96,0,,,10,0,41034,83.1,34,0,0,41998.98,41998.98,35000,6998.98,0,0,0,15600.1,13-Nov
12000, 60 months,11.71,265.18,B,B3,10+ years,RENT,70000,Not Verified,Current,21.17,0,Jul-85,1,,,9,0,9558,77.7,23,2998.59,2998.59,12713.56,12713.56,9001.42,3712.14,0,0,0,265.18,16-Jan
7200, 36 months,13.49,244.3,C,C1,9 years,MORTGAGE,60000,Source Verified,Fully Paid,22.22,0,Jan-93,0,70,,16,0,13874,50.6,23,0,0,8400.86,8400.86,7200,1200.86,0,0,0,4013.19,16-Jan
15925, 60 months,15.96,386.93,C,C5,10+ years,MORTGAGE,150000,Verified,Fully Paid,5.66,0,Jun-97,2,,,23,0,27505,40.6,51,0,0,22175.02094,22175.02,15925,6250.02,0,0,0,7507.67,15-Apr
4000, 36 months,12.69,134.18,B,B5,3 years,RENT,80000,Not Verified,Fully Paid,21.66,0,2-Sep,0,,,11,0,25596,97.3,17,0,0,4828.770623,4828.77,4000,828.77,0,0,0,140.27,14-Dec
7000, 36 months,7.51,217.78,A,A3,10+ years,RENT,31000,Not Verified,Fully Paid,26.86,0,2-Jul,1,,,8,0,5033,44.1,13,0,0,7837.832636,7837.83,7000,837.83,0,0,0,230.87,16-Jan
15000, 36 months,13.49,508.96,C,C1,4 years,MORTGAGE,90000,Source Verified,Fully Paid,6.93,0,Dec-80,0,38,,10,0,23062,71.8,17,0,0,18379.50029,18379.5,15000,3339.08,40.42158905,0,0,78.92,15-Jan
12800, 60 months,11.71,282.86,B,B3,1 year,RENT,61600,Not Verified,Current,21.8,0,Jun-89,0,,,10,0,23979,60.1,37,3196.46,3196.46,13564.28,13564.28,9603.54,3960.74,0,0,0,282.86,16-Jan
21350, 60 months,20.89,576.27,F,F1,10+ years,MORTGAGE,71316,Verified,Charged Off,14.79,1,Jan-94,1,23,,13,0,18651,75.5,23,0,0,1151.2,1149.86,412.29,738.91,0,0,0,576.27,16-Jan
15000, 60 months,16.77,370.94,D,D2,8 years,RENT,42000,Not Verified,Current,15.69,0,5-Apr,1,,,9,0,12259,73.3,12,4083.45,4083.45,17782.5,17782.5,10916.56,6865.94,0,0,0,370.94,16-Jan
7200, 36 months,7.9,225.29,A,A4,5 years,RENT,34000,Source Verified,Fully Paid,17.51,0,2-Jun,0,77,38,10,1,5176,48.8,13,0,0,8111.041493,8111.04,7200,911.04,0,0,0,6.6,15-Jul
13000, 36 months,17.27,465.24,D,D3,10+ years,RENT,36000,Verified,Fully Paid,10.9,0,Oct-00,1,27,,7,0,5260,80.9,12,0,0,16272.97548,16272.98,13000,3272.98,0,0,0,464.45,16-Jan
28000, 36 months,7.9,876.13,A,A4,4 years,RENT,65000,Verified,Fully Paid,14.64,0,Feb-94,1,,,7,0,13504,36.2,15,0,0,31031.65,31031.65,28000,3031.65,0,0,0,11763.44,16-Jan
12000, 36 months,9.91,386.7,B,B1,8 years,RENT,35000,Not Verified,Fully Paid,15.87,0,1-May,1,,,6,0,17035,57.6,7,0,0,13918.77988,13918.78,12000,1918.78,0,0,0,398.06,14-Dec
16000, 60 months,17.58,402.65,D,D4,< 1 year,RENT,50000,Not Verified,Charged Off,21.14,0,5-Apr,1,,,8,0,21627,70.5,13,0,0,1698.62,1698.62,338.39,465.55,0,894.68,161.0424,402.65,12-Jul
14000, 36 months,8.9,444.55,A,A5,5 years,RENT,62004,Not Verified,Fully Paid,9.08,0,2-Mar,0,,,7,0,9360,69.9,19,0,0,16001.29787,16001.3,14000,2001.3,0,0,0,456.61,16-Jan
11500, 36 months,11.71,380.38,B,B3,10+ years,RENT,74000,Verified,Fully Paid,7.96,0,1-May,0,,,8,0,16144,84.1,10,0,0,13368.85,13368.85,11500,1868.85,0,0,0,5016.67,13-Nov
10500, 36 months,14.65,362.19,C,C3,1 year,MORTGAGE,42000,Not Verified,Fully Paid,10.77,0,2-Mar,2,30,,7,0,16705,52.2,23,0,0,12544.09,12544.09,10500,2044.09,0,0,0,246.39,16-Jan
14400, 36 months,12.42,481.18,B,B4,5 years,OWN,48000,Not Verified,Fully Paid,20.68,0,5-Feb,0,,,14,0,14347,42.6,16,0,0,17352.76502,17352.77,14400,2928.72,24.0480483,0,0,504.22,15-Dec
16000, 36 months,9.91,515.6,B,B1,7 years,RENT,65000,Verified,Fully Paid,10.36,0,Nov-97,0,,,6,0,19518,94.3,17,0,0,17991.38,17926.73,16000.01,1991.37,0,0,0,6386.35,16-Jan
5375, 36 months,9.91,173.21,B,B1,2 years,RENT,15360,Not Verified,Fully Paid,16.25,0,5-Nov,1,,,4,0,6988,27.3,8,0,0,6233.763882,6233.76,5375,858.76,0,0,0,181.55,16-Jan
12000, 36 months,13.49,407.17,C,C1,10+ years,MORTGAGE,61000,Verified,Fully Paid,17.67,0,Mar-94,2,,,10,0,12548,90.3,30,0,0,14559.2163,14559.22,12000,2559.22,0,0,0,2774.95,16-Jan
12000, 36 months,7.51,373.33,A,A3,< 1 year,RENT,83000,Source Verified,Charged Off,8.36,0,1-Jul,1,,,9,0,18692,82.7,36,0,0,3531.72,3531.72,2435.23,547.09,0,549.4,5.39,373.33,13-Feb
17000, 36 months,6.03,517.41,A,A1,2 years,MORTGAGE,120000,Verified,Fully Paid,8.94,0,Aug-97,0,,,12,0,3049,4.1,27,0,0,18625.72564,18598.34,17000,1625.73,0,0,0,523.66,16-Jan
30000, 60 months,19.03,778.72,E,E2,< 1 year,RENT,106000,Verified,Fully Paid,15.72,0,Oct-99,3,,,12,0,29623,74.2,24,0,0,36983.59,34351.92,30000,6983.59,0,0,0,25316.64,16-Jan
13000, 36 months,20.3,485.12,E,E5,5 years,RENT,42000,Not Verified,Charged Off,7.69,0,6-Sep,1,,,5,0,11612,99.5,5,0,0,6564.2,6564.2,3536.97,2483.96,0,543.27,5.37,204.92,13-May
7125, 36 months,7.51,221.67,A,A3,< 1 year,MORTGAGE,30000,Not Verified,Charged Off,18.12,0,1-Mar,0,,,7,0,12648,68,20,0,0,3103.49,3103.49,2306.14,520.74,0,276.61,2.81,174.2,15-Jul
14000, 60 months,18.25,357.42,D,D5,10+ years,RENT,32000,Not Verified,Current,16.28,0,Oct-99,2,67,,5,0,10617,87,13,3903.18,3903.18,17135.62,17135.62,10096.83,7038.79,0,0,0,357.42,16-Jan
8000, 36 months,14.65,275.96,C,C3,1 year,RENT,72100,Not Verified,Fully Paid,6.71,0,4-Oct,3,,,8,0,14147,92.7,16,0,0,8797.75,8797.75,8000,797.75,0,0,0,6593.13,16-Jan
12500, 36 months,11.71,413.45,B,B3,3 years,RENT,58000,Source Verified,Fully Paid,17.32,0,Apr-99,1,,,10,0,7059,79.3,16,0,0,14881.19741,14881.2,12500,2381.2,0,0,0,425.27,14-Dec
10000, 36 months,14.27,343.09,C,C2,4 years,RENT,40000,Source Verified,Fully Paid,18.69,0,7-Oct,0,,,6,0,5689,87.5,7,0,0,11154.11,11154.11,10000,1154.11,0,0,0,7731.76,15-Sep
8175, 60 months,13.49,188.07,C,C1,1 year,RENT,75000,Not Verified,Current,23.58,1,Sep-95,0,11,,7,0,11209,57.5,24,2104.03,2104.03,9020.08,9020.08,6070.97,2949.11,0,0,0,188.07,16-Jan
14000, 36 months,10.65,456.03,B,B2,3 years,RENT,48880,Not Verified,Fully Paid,21.95,0,2-Aug,0,,,7,0,13790,73.7,15,0,0,16413.45172,16413.45,14000,2413.45,0,0,0,470.86,14-Dec
7500, 36 months,6.03,228.27,A,A1,5 years,RENT,48000,Source Verified,Fully Paid,5.08,0,May-00,0,,,6,0,6626,30.8,15,0,0,8213.849094,8213.85,7500,713.85,0,0,0,683.8,15-Nov
19200, 36 months,9.91,618.72,B,B1,9 years,MORTGAGE,40000,Verified,Fully Paid,11.37,0,Jul-90,2,,,8,0,14061,67.6,15,0,0,21528.19,21472.15,19200,2328.19,0,0,0,10413.87,13-Jul
9000, 36 months,11.71,297.69,B,B3,7 years,MORTGAGE,110000,Not Verified,Fully Paid,13.06,0,5-Sep,0,,,10,0,14810,65.2,12,0,0,10714.95251,10714.95,9000,1714.95,0,0,0,303.86,14-Dec
16000, 60 months,17.27,399.97,D,D3,4 years,MORTGAGE,60000,Verified,Fully Paid,11.98,0,5-Jul,1,,,8,0,19626,80.8,13,0,0,19173.08,19143.21,11608.49,7564.59,0,0,0,4824.69,16-Jan
20000, 36 months,8.9,635.07,A,A5,3 years,RENT,65000,Verified,Fully Paid,14.99,0,3-Aug,2,,,8,0,10559,44.5,17,0,0,22859.45344,22859.45,20000,2859.45,0,0,0,649.94,15-Aug
9000, 36 months,13.49,305.38,C,C1,7 years,MORTGAGE,50000,Source Verified,Fully Paid,1.99,3,2-May,0,16,,3,0,2462,42.4,15,0,0,10990.74867,10990.75,9000,1990.75,0,0,0,314.15,15-Feb
9600, 36 months,7.51,298.67,A,A3,10+ years,RENT,55000,Verified,Charged Off,27.34,0,1-Feb,0,,,10,0,10204,74.8,28,0,0,7120.37,7083.33,5595.77,959.79,0,564.81,5.496300004,298.67,14-Mar
12000, 60 months,12.69,271.14,B,B5,10+ years,MORTGAGE,63000,Not Verified,Charged Off,20.67,0,Dec-86,0,25,,13,0,23888,64.1,45,0,0,12972.64,12972.64,886.61,736.51,0,11349.52,2043.18,271.14,16-Jan
12325, 60 months,11.71,272.37,B,B3,10+ years,MORTGAGE,133224,Source Verified,Current,10.97,0,1-Dec,0,,,14,0,43090,46.3,30,3077.07,3077.07,13061.8,13061.8,9247.93,3813.87,0,0,0,272.37,16-Jan
1000, 36 months,13.49,33.94,C,C1,8 years,RENT,35100,Not Verified,Fully Paid,6.19,0,Oct-97,1,,,8,0,9219,73.1,17,0,0,1017.55,1017.55,1000,17.55,0,0,0,563.79,15-Apr
15000, 36 months,15.27,521.97,C,C4,6 years,RENT,38000,Verified,Charged Off,13.83,0,5-Mar,1,,,7,0,14406,91.8,10,0,0,9376.44,9376.44,6231.02,2630.06,0,515.36,5.17,521.97,13-Oct
12000, 36 months,16.77,426.47,D,D2,6 years,RENT,38000,Source Verified,Fully Paid,21.32,0,4-Aug,0,,,10,0,6761,82.5,13,0,0,14107,14107,12000,2107,0,0,0,8152.79,16-Jan
12000, 60 months,14.27,280.91,C,C2,3 years,RENT,41000,Source Verified,Current,22.77,0,Jul-86,1,,,13,0,9967,78.9,15,3128.92,3128.92,13474.32,13474.32,8871.07,4603.25,0,0,0,280.91,16-Jan
14000, 36 months,8.9,444.55,A,A5,7 years,MORTGAGE,108000,Not Verified,Fully Paid,27.86,0,Jan-89,2,,,14,0,38144,44.8,28,0,0,15713.21,15713.21,14000,1713.21,0,0,0,5942.67,13-Nov
15600, 60 months,15.96,379.04,C,C5,< 1 year,RENT,43000,Not Verified,Fully Paid,7.56,0,4-Jun,2,,,5,0,8803,64.3,7,0,0,22125.43418,22125.43,15600,6525.43,0,0,0,5845.17,15-Aug
10000, 36 months,10.65,325.74,B,B2,4 years,RENT,45000,Not Verified,Fully Paid,11.41,0,Apr-96,2,,,7,0,15606,88,14,0,0,11723.51949,11716.23,10000,1723.52,0,0,0,337.7,15-Nov
7200, 36 months,12.69,241.53,B,B5,1 year,RENT,23000,Source Verified,Fully Paid,20.19,0,3-Jun,1,59,,11,0,5258,59.7,18,0,0,8767.154702,8767.15,7200,1567.15,0,0,0,166.2,15-Nov
22250, 60 months,15.27,532.49,C,C4,2 years,MORTGAGE,47532,Verified,Charged Off,23.76,0,May-92,3,,,14,0,33474,58.1,24,0,0,10060.04,10060.04,4691.15,4345.37,0,1023.52,9.91,532.49,13-Oct
13250, 60 months,17.27,331.23,D,D3,< 1 year,RENT,26000,Not Verified,Current,10.89,0,7-Jan,3,,,8,0,9138,59.7,18,3633.11,3633.11,15885.26,15885.26,9616.88,6268.38,0,0,0,331.23,16-Jan
16725, 60 months,14.27,391.51,C,C2,< 1 year,MORTGAGE,150000,Verified,Fully Paid,3.23,0,Nov-97,2,55,,8,0,15527,56.3,20,0,0,22493.50057,22493.5,16725,5768.5,0,0,0,8016.73,15-Mar
11000, 36 months,9.91,354.48,B,B1,4 years,RENT,32000,Verified,Fully Paid,23.66,0,2-Jul,0,,,12,0,9437,39,20,0,0,11350.45,11350.45,11000,350.45,0,0,0,10288.18,13-Jun
9600, 36 months,8.9,304.84,A,A5,3 years,RENT,55000,Not Verified,Fully Paid,17.02,0,Mar-00,0,,,11,0,17709,66.6,12,0,0,10971.81459,10971.81,9600,1371.81,0,0,0,315.41,16-Jan
10000, 36 months,16.77,355.39,D,D2,4 years,RENT,35000,Verified,Fully Paid,18.55,0,6-Aug,3,,,9,0,7565,53.7,12,0,0,12786.89777,12786.9,10000,2786.9,0,0,0,372.75,15-Dec
7000, 60 months,15.96,170.08,C,C5,3 years,OWN,75000,Not Verified,Current,21.66,0,Nov-93,1,36,,10,0,7623,88.6,30,1888.99,1888.99,8137.32,8137.32,5111.01,3026.31,0,0,0,170.08,16-Jan
11000, 36 months,9.91,354.48,B,B1,5 years,MORTGAGE,74000,Not Verified,Fully Paid,18.24,0,Oct-86,2,,,11,0,16072,81.6,18,0,0,12757.78953,12757.79,11000,1757.79,0,0,0,369.71,16-Jan
13000, 60 months,16.77,321.48,D,D2,9 years,MORTGAGE,50000,Not Verified,Current,19.13,2,Jan-98,0,21,,14,0,10724,86.5,22,3539.29,3539.29,15411.02,15411.02,9460.71,5950.31,0,0,0,321.48,16-Jan
5000, 36 months,7.51,155.56,A,A3,8 years,OWN,30000,Not Verified,Fully Paid,18.72,0,Apr-96,0,,,4,0,3472,28.7,12,0,0,5061.87,5061.87,5000,61.87,0,0,0,4907.24,16-Jan
6000, 36 months,11.71,198.46,B,B3,1 year,RENT,37000,Not Verified,Charged Off,6.68,0,Mar-00,1,,,4,0,5846,88.6,9,0,0,5250.06,5250.06,3931.16,1019.59,0,299.31,2.885599999,198.46,14-Jun
3000, 36 months,13.49,101.8,C,C1,3 years,RENT,105000,Source Verified,Fully Paid,7.25,1,Feb-92,2,22,,8,0,15209,79.6,22,0,0,3652.116062,3652.12,3000,652.12,0,0,0,501.25,16-Jan
8200, 60 months,16.77,202.78,D,D2,10+ years,RENT,42000,Source Verified,Charged Off,5.06,0,Jan-90,1,,,6,0,5941,90,8,0,0,3033.4,3033.4,1240.19,1380.22,0,412.99,3.67,202.78,13-Jul
17000, 36 months,12.42,568.06,B,B4,10+ years,OWN,80000,Not Verified,Fully Paid,16.65,0,Jun-89,0,42,,7,0,17347,81.2,17,0,0,20445.67305,20445.67,17000,3445.67,0,0,0,584.63,16-Jan
5000, 36 months,10.65,162.87,B,B2,10+ years,MORTGAGE,35000,Verified,Fully Paid,13.92,0,Nov-90,0,49,,8,0,3418,30.5,23,0,0,5861.566609,5861.57,5000,861.57,0,0,0,169.7,14-Dec
6400, 36 months,8.9,203.23,A,A5,6 years,OWN,23000,Source Verified,Fully Paid,10.75,0,Mar-98,0,,,7,0,5119,89.8,11,0,0,7314.625679,7314.63,6400,914.63,0,0,0,209.64,14-Dec
13000, 36 months,16.29,458.91,D,D1,7 years,RENT,50000,Not Verified,Fully Paid,8.33,0,Dec-95,1,,,5,0,13819,98,10,0,0,16518.64979,16518.65,13000,3518.65,0,0,0,463.82,16-Jan
18000, 60 months,11.71,397.77,B,B3,10+ years,RENT,36000,Source Verified,Current,22.03,0,Mar-00,0,,,5,0,13779,68.9,19,4488.99,4488.99,19084.38,19084.38,13511,5573.38,0,0,0,397.77,16-Jan
16000, 60 months,15.27,382.92,C,C4,10+ years,MORTGAGE,60000,Not Verified,Fully Paid,17.7,0,1-Jan,2,,,16,0,23464,57.7,36,0,0,22114.32585,22114.33,16000,6114.33,0,0,0,3220.41,15-May
13200, 60 months,17.27,329.98,D,D3,7 years,RENT,40000,Verified,Fully Paid,24.36,0,Jan-98,2,,,11,0,18251,61,20,0,0,17517.43172,17484.3,13200,4317.43,0,0,0,8962.13,14-Mar
10000, 36 months,16.77,355.39,D,D2,1 year,RENT,38200,Source Verified,Fully Paid,17.09,0,5-Jan,0,,,12,0,7023,75.5,23,0,0,12787.6669,12787.67,10000,2787.67,0,0,0,370.77,14-Dec
15000, 60 months,15.96,364.46,C,C5,8 years,RENT,37000,Source Verified,Charged Off,20.14,0,Jan-00,1,,,11,0,8626,83.7,30,0,0,9111.5,9111.5,4845.58,4249.17,0,16.75,0,364.46,16-Jan
5000, 36 months,14.27,171.55,C,C2,10+ years,RENT,56000,Not Verified,Fully Paid,10.03,0,Apr-00,1,81,,8,0,11702,90.2,21,0,0,6118.317334,6118.32,5000,1118.32,0,0,0,1323.76,16-Jan
7200, 36 months,7.9,225.29,A,A4,< 1 year,RENT,38000,Source Verified,Fully Paid,14.34,0,Dec-00,0,,,7,0,14635,70.7,16,0,0,7984.64,7984.64,7200,784.64,0,0,0,1085.15,14-Jan
15000, 36 months,7.9,469.36,A,A4,3 years,RENT,43000,Source Verified,Fully Paid,19.4,0,Jun-00,0,,,9,0,12835,60.3,16,0,0,16919.69706,16891.5,15000,1896.24,23.45949911,0,0,474.01,15-Jan
9875, 60 months,19.42,258.46,E,E3,< 1 year,MORTGAGE,60000,Source Verified,Charged Off,9.12,0,May-98,0,40,,12,0,13577,89.9,35,0,0,257.99,257.99,98.47,159.52,0,0,0,258.46,16-Jan
5000, 60 months,21.28,136.06,F,F2,3 years,RENT,46000,Verified,Fully Paid,6.1,0,7-Mar,0,,,7,0,8376,91,9,0,0,7280.813661,7280.81,5000,2280.81,0,0,0,3200.57,14-Aug
9600, 36 months,11.71,317.53,B,B3,2 years,MORTGAGE,105000,Verified,Fully Paid,10.19,0,Jul-00,0,30,,9,0,18114,93.9,34,0,0,10703.16,10703.16,9600,1103.16,0,0,0,6585.15,16-Jan
