Project ID,Opportunity Owner,Account Name,Stage, Amount ,Expected Revenue,Probability,Service Category,Service Line,Stage Number,New Business,Account Type,Billing Type,MSA Signed,Unsolicited Proposal,Deliverable Type
3990,Saurabh Suri,DHL-AsiaPac,Opportunity Closed LOST,64800,0,0,Java Systems,Technology Build Services,-1,0,DHL,Fixed Bid,0,No,Scope of Work / Project
3991,Saurabh Suri,DHL-AsiaPac,Opportunity Closed LOST,75000,0,0,Java Systems,Technology Build Services,-1,0,DHL,Fixed Bid,0,No,Scope of Work / Project
3992,Saurabh Suri,DHL-AsiaPac,Execution Complete,255,255,1,Mainframe Systems,Technology Build Services,-3,1,DHL,Fixed Bid,0,No,Scope of Work / Project
3993,Saurabh Suri,DHL-AsiaPac,No bid / Retraction,0,0,0,Mainframe Systems,Technology Build Services,-2,0,DHL,Fixed Bid,0,Yes,Scope of Work / Project
3994,Saurabh Suri,DHL-AsiaPac,No bid / Retraction,0,0,0,Mainframe Systems,Technology Build Services,-2,0,DHL,Fixed Bid,0,Yes,Scope of Work / Project
3995,Saurabh Suri,DHL-Europe,Opportunity Closed LOST,43344,0,0,Java Systems,Technology Build Services,-1,1,DHL,Flat Fee Monthly,0,No,Scope of Work / Project
3996,Saurabh Suri,DHL-Europe,Opportunity Closed LOST,58000,0,0,Mainframe Systems,Technology Build Services,-1,1,DHL,Flat Fee Monthly,0,No,Scope of Work / Project
3997,Saurabh Suri,DHL-Europe,Execution Complete,850,850,1,Java Systems,Technology Build Services,-3,1,DHL,Fixed Bid,0,No,Scope of Work / Project
3998,Saurabh Suri,DHL-AsiaPac,No bid / Retraction,50000,0,0,Java Systems,Technology Build Services,-2,1,DHL,Fixed Bid,0,No,Scope of Work / Project
3999,Saurabh Suri,DHL-AsiaPac,No bid / Retraction,5600,0,0,Mainframe Systems,Technology Build Services,-2,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4000,Saurabh Suri,DHL-AsiaPac,No bid / Retraction,300000,0,0,Mainframe Systems,Technology Build Services,-2,0,DHL,Flat Fee Monthly,0,No,Scope of Work / Project
4001,Saurabh Suri,DHL-AsiaPac,Opportunity Closed LOST,35660,0,0,Java Systems,Technology Build Services,-1,0,DHL,Time and Expense,0,No,Scope of Work / Project
4002,Saurabh Suri,DHL-Europe,Execution Complete,10615,10615,1,Java Systems,Technology Build Services,-3,1,DHL,Fixed Bid,0,No,Scope of Work / Project
4003,Saurabh Suri,DHL-Europe,No bid / Retraction,2507.5,0,0,Java Systems,Technology Build Services,-2,1,DHL,Fixed Bid,0,No,Scope of Work / Project
4004,Saurabh Suri,DHL-Europe,Execution Complete,3060,3060,1,Java Systems,Technology Build Services,-3,1,DHL,Fixed Bid,0,No,Scope of Work / Project
4005,Saurabh Suri,DHL-AsiaPac,No bid / Retraction,34220,0,0,Java Systems,Technology Build Services,-2,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4006,Shwetha Sanjeev,Cisco,Signed Contract,10000,10000,1,Microsoft Systems,Technology Build Services,8,0,Cisco,Flat Fee Monthly,0,No,Scope of Work / Project
4007,Shwetha Sanjeev,Cisco,Proposal On-desk Stage,0,0,0,Microsoft Systems,Technology Build Services,5,0,Cisco,Fixed Bid,0,No,Managed Services / SLA Based
4008,Shwetha Sanjeev,Cisco,Proposal Preparation Stage,1560000,780000,1,Java Systems,Technology Build Services,4,0,Cisco,Flat Fee Monthly,0,No,Scope of Work / Project
4009,Shwetha Sanjeev,Cisco,Signed Contract,30000,30000,1,Java Systems,Technology Build Services,8,0,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
4010,Sudhir Kumar,DHL-AsiaPac,Opportunity Closed LOST,15000,0,0,Open Source Systems,Technology Build Services,-1,0,DHL,Time and Expense,0,No,Scope of Work / Project
4011,Sudhir Kumar,DHL-AsiaPac,Execution Complete,17140,17140,1,Java Systems,Technology Build Services,-3,0,DHL,Time and Expense,0,No,Scope of Work / Project
4012,Sudhir Kumar,DHL-AsiaPac,Opportunity Closed LOST,17905,0,0,Java Systems,Technology Build Services,-1,0,DHL,Time and Expense,0,No,Scope of Work / Project
4013,Sudhir Kumar,DHL-AsiaPac,Execution Complete,1140,1140,1,Mainframe Systems,Technology Build Services,-3,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4014,Sudhir Kumar,DHL-AsiaPac,Opportunity Closed LOST,10000,0,0,Open Source Systems,Technology Build Services,-1,0,DHL,Time and Expense,0,No,Scope of Work / Project
4015,Sudhir Kumar,DHL-AsiaPac,Opportunity Closed LOST,20000,0,0,Java Systems,Technology Build Services,-1,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4016,Sudhir Kumar,DHL-AsiaPac,Signed Contract,98025,98025,1,Java Systems,Technology Build Services,8,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4017,Sudhir Kumar,DHL-AsiaPac,Opportunity Closed LOST,28000,0,0,Java Systems,Technology Build Services,-1,0,DHL,Time and Expense,0,No,Scope of Work / Project
4018,Sudhir Kumar,DHL-AsiaPac,Signed Contract,239247,239247,1,Java Systems,Technology Build Services,8,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4019,Sudhir Kumar,DHL-AsiaPac,No bid / Retraction,14412,0,0,Java Systems,Technology Build Services,-2,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4020,Sue Clarey,Emdeon Corporation,Execution Complete,31992,31992,1,Java Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Scope of Work / Project
4021,Sue Clarey,Emdeon Corporation,Execution Complete,112560,112560,1,Java Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Scope of Work / Project
4022,Sue Clarey,Emdeon Corporation,Execution Complete,5070,5070,1,Java Systems,Technology Build Services,-3,1,US-Central BU,Flat Fee Monthly,1,Yes,Staff Augmentation
4023,Sue Clarey,Emdeon Corporation,Execution Complete,13760,13760,1,Java Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
4024,Sue Clarey,Emdeon Corporation,Execution Complete,81780,81780,1,Java Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
4025,Sue Clarey,Emdeon Corporation,Execution Complete,27520,27520,1,Java Systems,Technology Build Services,-3,1,US-Central BU,Time and Expense,1,No,Staff Augmentation
4026,Terry Zink,"Mattel, Inc.",Opportunity Closed LOST,50000,0,0,Java Systems,Technology Build Services,-1,0,US-West BU,Time and Expense,1,No,Staff Augmentation
4027,Vasudevan Ramanujam,Aviva plc,Signed Contract,6520.5,6520.5,1,Microsoft Systems,Technology Build Services,8,0,Aviva,Time and Expense,0,No,Scope of Work / Project
4028,Vasudevan Ramanujam,Aviva plc,Execution Complete,21870,21870,1,Microsoft Systems,Technology Build Services,-3,0,Aviva,Time and Expense,0,No,Scope of Work / Project
4029,Vince Groh,Axa Investment Managers,Opportunity Closed LOST,60570,0,0,Business Process Management Systems,Technology Build Services,-1,0,Europe BU,Fixed Bid,0,No,Scope of Work / Project
4030,Vince Groh,Axa Investment Managers,Opportunity Closed LOST,1200000,0,0,Business Process Management Systems,Technology Build Services,-1,0,Europe BU,Fixed Bid,0,No,Scope of Work / Project
4031,Vivek Anand,Walmart,Signed Contract,1490643,1490643,1,Open Source Systems,Technology Build Services,8,0,Wal-Mart,Fixed Bid,0,No,Scope of Work / Project
4032,Vivek Sarin,Direct General Insurance,Opportunity Closed LOST,482000,0,0,Microsoft Systems,Technology Build Services,-1,1,US-Central BU,Fixed Bid,0,No,Scope of Work / Project
4033,William Norman,Adesa,Signed Contract,76993,76993,1,Java Systems,Technology Build Services,8,0,US-East BU,Flat Fee Monthly,0,Yes,Staff Augmentation
4034,Narendranath PN,Kerala Service Coop Banks,Proposal Preparation Stage,9000,4500,1,,Technology Build Services,4,0,SMB BU,Fixed Bid,0,No,Scope of Work / Project
4035,Cengiz Uludag,DHL-AsiaPac,Opportunity Identification Stage,26000,5200,0,Java Systems,Technology Build Services,3,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4036,Cengiz Uludag,DHL-AsiaPac,Proposal Preparation Stage,121193,60596.5,1,Java Systems,Technology Build Services,4,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4037,Cengiz Uludag,DHL-AsiaPac,Proposal Preparation Stage,62000,31000,1,Mainframe Systems,Technology Build Services,4,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4038,Cengiz Uludag,DHL-AsiaPac,Opportunity Identification Stage,8820,1764,0,Java Systems,Technology Build Services,3,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4039,Elias Hajjar,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Fixed Bid,0,No,Scope of Work / Project
4040,Omprakash Jayasree,H.E. Butt Grocery Company,Verbal Agreement,724500,724500,1,,Technology Build Services,7,0,US-West BU,Time and Expense,1,No,Staff Augmentation
4041,Saju Thomas Mathew,"Wellpoint, Inc",No bid / Retraction,86000,0,0,Mainframe Systems,Technology Build Services,-2,1,WellPoint BU,Fixed Bid,0,No,Scope of Work / Project
4042,Santosh Rajput,Debenhams plc,Signed Contract,27831.6,27831.6,1,Mainframe Systems,Technology Build Services,8,0,Europe BU,Time and Expense,0,No,Staff Augmentation
4043,Saurabh Suri,DHL-AsiaPac,Proposal On-desk Stage,1861.82,930.91,1,Mainframe Systems,Technology Build Services,5,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4044,Saurabh Suri,H&R Block,Signed Contract,50000,50000,1,,Technology Build Services,8,0,US-Central BU,Flat Fee Monthly,0,No,Staff Augmentation
4045,Ankit Garg,Allianz Cornhill,Execution Complete,12400,12400,1,Mainframe Systems,Technology Build Services,-3,0,India BU,Flat Fee Monthly,0,No,Staff Augmentation
4046,Cengiz Uludag,DHL-AsiaPac,Opportunity Closed LOST,222000,0,0,Mainframe Systems,Technology Build Services,-1,0,DHL,Fixed Bid,0,No,Scope of Work / Project
4047,Gary Rikard,Warner Bros. Entertainment Inc.,Proposal On-desk Stage,0,0,0,Java Systems,Technology Build Services,5,0,US-West BU,Flat Fee Monthly,0,Yes,Staff Augmentation
4048,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,199360,199360,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Scope of Work / Project
4049,Phanikumar Kanumilli,Aviva Investors,Signed Contract,18520,18520,1,Microsoft Systems,Technology Build Services,8,0,Aviva,Time and Expense,0,Yes,Staff Augmentation
4050,Santosh Rajput,Schroders plc,Opportunity Closed LOST,91125,0,0,Microsoft Systems,Technology Build Services,-1,0,Europe BU,Time and Expense,1,No,Staff Augmentation
4051,Santosh Rajput,G4S plc,Verbal Agreement,40589.1,36530.19,1,Microsoft Systems,Technology Build Services,7,0,Europe BU,Time and Expense,0,No,Scope of Work / Project
4052,Sue Clarey,Emdeon Corporation,Opportunity Closed LOST,68800,0,0,Java Systems,Technology Build Services,-1,0,US-Central BU,Flat Fee Monthly,1,No,Scope of Work / Project
4053,Sue Clarey,Emdeon Corporation,Negotiation / Short-list Stage,41280,33024,1,,Technology Build Services,6,0,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
4054,Terry Zink,Equator,Opportunity Identification Stage,66000,19800,0,Java Systems,Technology Build Services,3,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
4055,Terry Zink,Equator,Execution Complete,327000,327000,1,Java Systems,Technology Build Services,-3,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
4056,Terry Zink,Equator,Signed Contract,325000,325000,1,Java Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
4057,Terry Zink,Equator,Signed Contract,340000,340000,1,Java Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
4058,Terry Zink,Equator,Signed Contract,325000,325000,1,Java Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
4059,Terry Zink,Equator,Signed Contract,325000,325000,1,Java Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
4060,William Norman,Adesa,Signed Contract,-70637,-70637,1,Java Systems,Technology Build Services,8,0,US-East BU,Flat Fee Monthly,0,Yes,Staff Augmentation
4061,Jay Kuderka,Warner Bros. Entertainment Inc.,No bid / Retraction,500000,0,0,Java Systems,Technology Build Services,-2,1,US-West BU,Time and Expense,0,No,Scope of Work / Project
4062,Omprakash Jayasree,H.E. Butt Grocery Company,Verbal Agreement,123840,123840,1,Java Systems,Technology Build Services,7,1,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
4063,Rakesh Raghudharan,Walmart,Verbal Agreement,300000,270000,1,,Application Managed Services,7,0,Wal-Mart,Fixed Bid,0,No,Managed Services / SLA Based
4064,Saju Thomas Mathew,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4065,Saju Thomas Mathew,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4066,Anand Nair,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4067,Lakshman Muthayya,PepsiCo,Verbal Agreement,239521,215568.9,1,Cloud Based Systems,Technology Build Services,7,0,US-West BU,Time and Expense,0,No,Staff Augmentation
4068,Leo Bley,Safeway,Execution Complete,7473,7473,1,Java Systems,Technology Build Services,-3,0,US-West BU,Time and Expense,1,No,Staff Augmentation
4069,Leo Bley,Safeway,No bid / Retraction,33360,0,0,Mainframe Systems,Technology Build Services,-2,0,US-West BU,Time and Expense,1,No,Scope of Work / Project
4070,Omprakash Jayasree,H.E. Butt Grocery Company,Verbal Agreement,4994,4994,1,Business Process Management Systems,Technology Build Services,7,0,US-West BU,Time and Expense,1,No,Staff Augmentation
4071,Praveen Syamala,"Wellpoint, Inc",Signed Contract,189544,189544,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4072,Praveen Syamala,"Wellpoint, Inc",Signed Contract,376680,376680,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4073,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4074,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4075,Vasudevan Ramanujam,Aviva plc,No bid / Retraction,208980,0,0,Java Systems,Technology Build Services,-2,0,Aviva,Flat Fee Monthly,0,Yes,Staff Augmentation
4076,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4077,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4078,Ankit Garg,Global Telecom Limited,Proposal Preparation Stage,3000000,1500000,1,,Infrastructure Management Services,4,0,India BU,Fixed Bid,0,No,Scope of Work / Project
4079,Mahesh Bhaskar,GE Corporate,Execution Complete,39629.1,39629.1,1,Java Systems,Technology Build Services,-3,0,GE BU,T and E with Cap,1,No,Staff Augmentation
4080,Narendranath PN,Kerala Service Coop Banks,Proposal Preparation Stage,3000,1500,1,,Technology Build Services,4,0,SMB BU,Fixed Bid,0,Yes,Managed Services / SLA Based
4081,Narendranath PN,Kerala Service Coop Banks,Proposal Preparation Stage,2777.77,1388.88,1,,Technology Build Services,4,0,SMB BU,Fixed Bid,0,Yes,Managed Services / SLA Based
4082,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4083,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4084,Shannon Drost,Allstate Insurance Company,Opportunity Identification Stage,73625,22087.5,0,,Infrastructure Management Services,3,0,US-Central BU,Fixed Bid,0,Yes,Scope of Work / Project
4085,Shannon Drost,Allstate Insurance Company,Opportunity Identification Stage,31200,9360,0,,Infrastructure Management Services,3,0,US-Central BU,Fixed Bid,0,Yes,Scope of Work / Project
4086,Shannon Drost,Allstate Insurance Company,Opportunity Identification Stage,204000,61200,0,,Application Managed Services,3,0,US-Central BU,Fixed Bid,0,Yes,Scope of Work / Project
4087,Shannon Drost,Allstate Insurance Company,Opportunity Identification Stage,331600,33160,0,,Quality and Testing,3,1,US-Central BU,Fixed Bid,0,Yes,Scope of Work / Project
4088,Shannon Drost,Allstate Insurance Company,Opportunity Identification Stage,444225,44422.5,0,,Application Managed Services,3,1,US-Central BU,Fixed Bid,0,Yes,Managed Services / SLA Based
4089,Shannon Drost,Allstate Insurance Company,Opportunity Identification Stage,1376000,137600,0,,Business Process Outsourcing,3,1,US-Central BU,Fixed Bid,0,Yes,Managed Services / SLA Based
4090,Shannon Drost,Allstate Insurance Company,Opportunity Identification Stage,384300,38430,0,,Application Managed Services,3,1,US-Central BU,Fixed Bid,0,Yes,Managed Services / SLA Based
4091,Shannon Drost,Allstate Insurance Company,Opportunity Identification Stage,283675,28367.5,0,,Application Managed Services,3,0,US-Central BU,Fixed Bid,0,Yes,Managed Services / SLA Based
4092,Shwetha Sanjeev,Cisco,Signed Contract,313000,313000,1,,Technology Build Services,8,0,Cisco,Flat Fee Monthly,0,No,Staff Augmentation
4093,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,-374248,-374248,1,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4094,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4095,Anand Nair,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4096,Ashwani Bhasin,KPMG L.L.P.,Signed Contract,7500,7500,1,,Technology Build Services,8,1,US-East BU,Time and Expense,0,Yes,Staff Augmentation
4097,Prasan Vyas,"DELL, Inc.",No bid / Retraction,90000,0,0,Microsoft Systems,Technology Build Services,-2,1,Dell BU,Fixed Bid,0,Yes,Scope of Work / Project
4098,Prasan Vyas,DELL Americas,Opportunity Closed LOST,21000,0,0,Microsoft Systems,Technology Build Services,-1,1,Dell BU,Fixed Bid,0,No,Scope of Work / Project
4099,Prasan Vyas,"DELL, Inc.",No bid / Retraction,25000,0,0,Microsoft Systems,Technology Build Services,-2,1,Dell BU,Fixed Bid,0,No,Scope of Work / Project
4100,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4101,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4102,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4103,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4104,Saju Thomas Mathew,"Wellpoint, Inc",Signed Contract,266430,266430,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4105,Saju Thomas Mathew,"Wellpoint, Inc",Signed Contract,0,0,0,,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4106,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
4107,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,-254208,-254208,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
